points_share,VORP,PER,FG,2P,DWS,USG%,WS/48,WS,PTS,FTA
0.0,-0.1,8.4,1.2,0.7,0.1,19.5,-0.011,0.0,2.8,0.2
0.0,2.1,16.2,5.7,3.8,1.8,20.7,0.111,6.2,15.7,2.8
0.0,0.1,16.5,1.8,1.8,0.7,20.4,0.12,1.3,4.1,0.9
0.0,0.7,12.2,2.8,1.6,1.5,13.5,0.111,3.4,7.9,1.5
0.0,-0.6,12.6,4.9,3.2,0.3,28.8,0.009,0.2,15.2,4.1
0.0,0.8,14.7,3.5,3.5,2.4,15.5,0.113,4.9,8.4,2.0
0.0,1.1,16.5,6.5,4.5,2.0,24.7,0.072,2.9,17.6,3.9
0.0,0.1,9.0,1.5,0.4,0.9,12.7,0.094,2.2,4.7,0.6
0.0,-1.3,7.0,2.3,1.7,1.0,16.9,-0.026,-0.9,5.9,0.9
0.0,-0.2,11.5,1.8,1.6,0.6,15.5,0.066,1.2,4.2,0.8
0.0,0.0,-3.2,0.5,0.5,0.0,18.9,-0.191,0.0,1.0,0.0
0.0,1.0,14.1,2.1,0.9,1.4,17.4,0.135,3.1,5.9,0.6
0.0,-0.1,6.5,2.2,1.8,0.1,16.9,-0.053,-0.1,4.7,0.0
0.0,-0.1,9.7,1.2,0.6,0.1,14.0,0.061,0.4,3.3,0.5
0.0,-0.5,5.8,1.4,1.2,0.6,13.7,-0.007,-0.1,3.3,0.5
0.0,0.3,15.2,5.8,3.9,0.9,30.8,0.014,0.4,15.5,2.7
0.0,0.9,16.9,3.0,3.0,1.8,16.6,0.12,3.6,7.1,2.4
0.0,-0.3,8.5,2.1,1.4,1.2,18.9,0.027,0.6,5.5,0.6
0.0,1.3,15.4,2.8,2.1,1.3,13.7,0.145,5.0,7.2,1.3
0.0,1.5,15.9,4.1,2.3,1.4,20.3,0.118,5.7,12.6,3.4
0.0,-0.5,12.5,2.3,2.3,0.5,13.6,0.086,1.7,5.6,1.5
0.0,1.2,14.5,4.4,2.7,2.0,22.5,0.059,2.2,12.9,3.1
0.0,0.7,12.3,4.5,1.8,1.4,19.0,0.07,3.2,13.2,1.8
0.0,-0.6,5.8,1.2,0.7,0.2,12.5,0.009,0.1,3.4,0.5
0.0,0.0,10.1,1.1,0.8,0.4,11.7,0.072,0.4,2.8,0.6
0.0,0.4,17.5,4.6,4.4,2.2,22.1,0.126,4.7,11.6,3.0
0.0,0.0,11.1,1.7,1.5,0.8,17.1,0.058,0.8,4.1,0.5
0.0,0.5,10.8,1.7,1.1,1.8,14.6,0.099,2.4,5.0,1.1
0.0,1.0,17.6,5.3,5.3,2.2,21.8,0.092,3.9,12.8,3.4
0.0,0.0,15.3,1.4,1.4,0.5,17.6,0.118,1.0,3.7,1.2
0.0,0.6,12.8,5.1,2.9,2.0,22.1,0.038,2.0,14.1,2.2
0.852,5.5,26.0,9.3,6.7,2.9,30.4,0.215,10.4,26.4,5.9
0.0,-0.6,11.5,3.2,2.5,0.7,24.4,-0.002,0.0,8.6,2.0
0.0,1.7,16.5,6.6,4.2,1.5,20.8,0.114,5.5,17.5,2.4
0.0,2.7,19.6,7.5,5.6,1.8,28.9,0.12,4.9,21.4,5.7
0.0,2.4,16.9,8.2,5.9,2.9,26.5,0.108,6.6,21.4,3.1
0.0,0.1,11.6,3.4,1.4,0.5,18.2,0.058,1.4,9.5,1.0
0.0,1.3,17.8,4.4,2.7,1.0,24.9,0.098,3.3,11.6,1.5
0.0,0.3,13.1,2.7,1.9,1.6,22.5,0.084,1.9,7.7,1.9
0.0,-0.3,10.6,1.7,1.6,0.4,17.1,0.054,0.3,4.0,0.8
0.708,5.7,27.3,9.9,9.3,3.6,31.2,0.207,11.9,26.9,8.5
0.0,0.4,14.8,1.7,1.7,1.3,12.5,0.145,2.8,4.0,1.2
0.0,0.2,16.0,2.8,2.7,0.9,16.4,0.126,2.9,6.7,1.2
0.0,0.4,12.6,5.6,3.4,1.0,20.6,0.056,2.4,15.1,2.6
0.0,0.5,9.8,2.0,1.2,1.7,13.0,0.055,1.7,5.4,0.8
0.0,-0.1,9.0,1.5,0.5,0.3,15.9,0.031,0.3,4.4,0.7
0.0,-0.1,4.9,0.4,0.3,0.2,14.6,-0.021,-0.1,1.0,0.1
0.0,0.5,14.1,4.1,1.4,1.0,22.4,0.107,2.1,12.1,1.5
0.0,0.1,15.1,2.4,1.9,0.4,20.1,0.085,0.5,6.3,1.4
0.0,1.2,14.3,4.5,2.5,1.8,19.8,0.091,4.1,13.5,3.4
0.0,0.1,9.3,2.6,0.8,0.9,12.8,0.075,3.0,7.8,0.8
0.0,-0.1,9.3,1.4,1.4,0.1,17.5,-0.004,0.0,4.0,1.8
0.0,0.3,10.8,3.5,2.1,2.5,19.4,0.056,1.9,10.2,2.5
0.0,0.0,10.1,0.6,0.4,0.1,16.0,0.084,0.1,1.5,0.2
0.0,0.8,14.2,6.1,4.0,2.3,22.5,0.077,3.8,16.1,2.7
0.0,-0.1,2.9,0.7,0.4,0.0,16.6,-0.061,-0.1,1.7,0.0
1.0,7.7,29.8,9.0,5.4,3.8,36.1,0.289,15.4,30.4,10.1
0.0,2.1,15.1,4.0,2.0,3.4,20.4,0.13,5.6,11.3,1.9
0.0,0.0,11.3,1.6,0.8,0.3,11.6,0.095,1.8,4.5,0.5
0.0,0.3,13.1,2.0,1.2,0.6,15.2,0.101,1.5,5.0,0.4
0.0,0.2,11.9,3.9,2.4,2.3,19.4,0.08,3.7,11.8,2.9
0.0,0.0,10.8,4.0,1.8,1.6,18.2,0.036,1.7,12.2,2.3
0.0,0.9,14.9,1.9,1.8,2.0,12.8,0.169,4.1,4.6,1.1
0.0,0.0,15.8,0.9,0.9,0.1,24.6,0.081,0.2,2.4,0.7
0.0,-0.3,3.6,1.3,1.1,0.1,28.4,-0.175,-0.5,3.6,0.8
0.0,-1.1,11.8,5.1,4.3,1.2,26.0,-0.018,-0.7,13.1,3.6
0.0,1.9,16.5,2.9,2.1,2.1,17.2,0.152,4.5,8.0,1.7
0.0,-0.3,9.8,3.3,2.7,2.1,15.6,0.061,2.6,8.2,1.4
0.0,1.0,15.4,5.2,5.1,1.7,14.7,0.126,7.2,12.2,2.3
0.0,0.1,25.4,3.5,2.0,0.0,29.0,0.195,0.2,8.5,0.0
0.0,-0.2,7.5,2.8,1.4,0.9,15.1,0.055,1.1,7.9,1.1
0.0,-0.1,12.7,1.9,1.3,0.1,20.8,0.026,0.1,5.2,0.7
0.0,0.7,14.4,6.3,4.0,1.1,23.8,0.067,2.6,17.5,3.1
0.0,1.4,16.6,6.5,5.0,2.3,25.7,0.106,5.3,17.3,3.6
0.0,1.1,17.9,3.7,2.6,1.2,21.1,0.134,3.9,9.9,2.0
0.0,-0.1,6.9,1.5,0.5,0.2,15.2,0.042,0.2,4.4,0.5
0.0,-0.3,8.1,1.9,1.1,0.7,13.7,0.028,0.6,4.9,0.4
0.0,0.1,16.3,4.0,1.5,0.1,14.1,0.157,0.2,12.0,1.5
0.0,-0.2,7.5,0.9,0.9,0.3,20.0,-0.003,0.0,2.3,0.7
0.0,2.4,18.8,4.6,3.2,1.8,17.4,0.181,7.6,12.4,2.1
0.0,0.0,21.6,0.4,0.4,0.0,20.3,0.165,0.1,1.2,0.5
0.0,0.2,14.2,2.6,2.6,0.8,10.6,0.111,2.7,6.5,2.0
0.0,-0.5,5.4,0.9,0.4,1.0,9.5,0.024,0.5,2.3,0.3
0.0,-0.3,7.4,1.1,0.5,0.5,10.4,0.077,1.2,3.1,0.2
0.0,-0.1,7.8,0.4,0.3,0.1,12.0,0.066,0.1,1.0,0.0
0.0,1.7,15.9,3.1,1.6,2.0,19.1,0.149,4.7,8.6,1.3
0.0,0.3,19.2,1.9,1.9,0.5,16.6,0.172,1.5,4.6,1.3
0.0,0.0,15.3,2.8,2.7,0.3,21.0,0.083,0.6,6.3,1.0
0.0,2.0,15.2,5.0,3.7,4.0,19.4,0.139,7.1,13.9,3.2
0.0,0.5,22.3,2.1,2.1,1.1,19.2,0.212,2.7,4.8,0.8
0.0,-0.2,11.9,1.9,1.5,0.4,22.5,0.038,0.3,4.8,0.7
0.0,0.0,-2.1,0.2,0.2,0.0,19.1,-0.197,-0.1,0.5,0.3
0.0,1.6,15.4,4.5,3.2,3.8,22.9,0.112,5.3,13.1,3.3
0.0,1.4,18.1,8.4,5.7,0.6,31.7,0.063,2.4,24.9,6.1
0.0,1.9,24.0,5.9,5.9,2.1,21.8,0.198,7.5,14.1,2.6
0.0,1.1,12.6,2.5,1.7,1.7,12.6,0.123,3.2,6.5,1.0
0.0,0.5,12.2,2.2,0.9,0.9,19.3,0.079,1.4,6.2,0.7
0.0,-0.4,10.4,2.5,1.7,1.3,19.6,0.021,0.6,7.7,2.1
0.0,0.0,18.2,1.1,1.1,0.2,22.3,0.082,0.2,2.4,0.3
0.0,-0.2,10.5,1.4,0.9,0.4,23.8,0.02,0.1,4.0,0.8
0.0,0.5,12.1,3.9,2.1,1.5,17.5,0.057,2.5,10.2,0.7
0.0,2.4,15.9,3.1,2.9,3.8,13.5,0.151,6.2,7.9,2.0
0.0,0.0,8.4,1.0,1.0,0.0,11.4,0.026,0.0,3.0,2.0
0.0,0.1,9.7,2.1,1.1,0.4,15.7,0.017,0.1,5.4,0.5
0.0,1.0,16.9,5.0,4.8,2.0,22.2,0.103,4.1,13.9,4.6
0.0,0.0,13.1,0.3,0.0,0.0,12.7,0.132,0.0,1.0,0.0
0.0,1.2,13.6,4.3,2.3,1.4,15.7,0.117,4.2,11.3,0.8
0.0,0.5,15.7,3.8,3.8,2.2,15.0,0.12,4.9,8.8,2.1
0.0,0.1,16.6,2.0,1.4,0.1,16.1,0.187,0.3,5.4,1.4
0.0,-0.4,9.0,3.0,2.1,2.4,16.4,0.046,1.8,8.7,2.1
0.0,0.3,16.2,1.8,1.8,1.0,13.8,0.135,1.3,4.4,0.9
0.0,0.0,10.5,2.3,1.3,0.0,14.4,0.053,0.1,5.5,0.0
0.0,0.1,17.0,2.0,2.0,0.8,17.4,0.157,1.9,4.9,1.3
0.0,-0.4,9.1,2.6,1.5,1.3,16.7,0.067,2.1,6.9,0.9
0.0,-0.2,8.2,1.9,0.4,1.1,14.4,0.036,1.0,5.9,0.9
0.33,3.2,21.0,8.1,7.0,2.8,29.6,0.17,9.6,23.0,7.0
0.0,1.2,12.5,3.7,0.8,1.9,17.3,0.105,4.5,11.2,1.0
0.004,2.0,20.6,5.9,5.9,3.0,16.7,0.187,9.7,13.9,3.8
0.0,-0.2,8.7,2.0,1.8,0.2,18.9,0.017,0.1,4.7,1.0
0.0,-0.1,5.2,1.3,0.9,0.1,18.2,-0.052,-0.1,3.4,0.8
0.0,-0.3,5.1,2.1,1.1,0.2,15.5,-0.014,-0.1,6.7,1.9
0.002,2.2,22.4,5.7,3.3,1.6,25.1,0.185,6.4,17.6,4.5
0.328,4.0,28.2,8.4,4.2,1.8,31.0,0.267,9.1,26.4,5.9
0.0,0.1,16.4,0.7,0.7,0.2,13.5,0.178,0.6,1.8,0.6
0.0,0.5,8.3,2.1,0.7,3.0,10.5,0.082,3.9,6.1,0.7
0.0,0.4,13.8,6.1,5.4,1.8,22.2,0.068,2.8,16.1,4.8
0.0,-0.6,6.3,1.4,0.7,0.6,10.7,0.031,0.9,4.1,0.7
0.0,0.7,10.3,2.7,1.7,2.1,12.8,0.087,2.8,7.5,1.6
0.0,1.7,24.7,4.6,4.6,1.3,23.8,0.205,5.5,11.0,2.9
0.0,1.1,16.1,5.9,3.9,1.2,22.8,0.103,5.5,16.7,3.1
0.0,-0.1,6.4,1.6,1.1,0.2,12.9,-0.006,0.0,4.4,1.1
0.102,2.5,20.7,4.9,4.9,3.9,16.9,0.214,8.1,13.5,5.3
0.002,1.5,20.4,8.1,6.3,1.8,31.0,0.099,3.2,22.7,5.7
0.0,1.1,21.2,4.3,4.3,1.6,22.4,0.155,3.4,10.3,2.3
0.0,-0.1,10.4,2.9,1.8,0.6,15.0,0.063,2.3,7.8,1.0
0.0,-0.3,4.8,1.0,0.5,0.2,16.0,-0.06,-0.3,3.0,0.6
0.0,0.8,18.3,4.2,4.0,2.0,17.9,0.145,5.4,10.5,2.5
0.0,0.0,10.4,1.0,1.0,0.0,17.5,-0.028,0.0,2.0,0.0
0.0,-0.1,-2.9,0.2,0.2,0.0,14.2,-0.137,-0.1,0.4,0.0
0.0,0.2,12.9,3.1,2.1,1.6,21.5,0.082,2.2,8.9,2.0
0.0,2.8,14.4,4.1,1.6,3.6,15.9,0.141,7.6,11.5,1.0
0.0,-1.1,11.2,4.5,3.8,1.0,23.4,-0.014,-0.6,11.6,2.7
0.0,2.6,19.7,6.3,4.6,2.5,26.1,0.116,5.6,17.7,4.3
0.0,0.0,10.9,0.1,0.1,0.0,11.3,0.143,0.2,1.8,2.0
0.0,0.1,10.8,1.6,1.0,0.3,12.5,0.088,0.6,4.1,0.5
0.0,-0.1,14.3,1.5,1.5,1.0,15.6,0.136,1.5,3.5,1.2
0.0,-0.8,7.7,2.5,2.2,0.2,17.0,-0.013,-0.2,6.1,0.8
0.0,-0.5,10.2,1.8,1.3,1.1,14.6,0.056,1.5,4.8,1.3
0.0,0.0,10.7,1.4,0.5,0.0,15.5,0.055,0.3,4.1,0.5
0.0,0.0,8.2,1.0,0.9,0.1,11.9,0.06,0.2,2.3,0.1
0.0,0.8,17.3,1.0,0.9,1.0,11.4,0.188,1.6,2.5,0.6
0.0,2.7,17.8,7.6,6.1,2.9,23.1,0.116,7.1,19.0,2.9
0.0,-0.1,0.7,0.1,0.1,0.0,10.9,-0.086,-0.1,0.5,0.4
0.0,-0.1,6.0,0.7,0.4,0.7,7.9,0.034,0.5,1.7,0.1
0.002,1.2,20.5,6.2,6.2,3.9,24.2,0.132,6.8,16.6,7.2
0.0,0.4,11.5,3.0,2.3,2.4,16.3,0.075,2.6,7.8,1.5
0.0,-0.2,10.3,3.1,1.7,0.9,16.4,0.035,1.2,8.4,1.2
0.0,-0.2,2.2,0.6,0.2,0.0,10.1,-0.041,-0.1,1.6,0.0
0.0,0.6,13.7,3.6,2.4,1.8,19.9,0.066,2.3,9.6,1.4
0.0,0.0,13.0,1.7,0.9,0.3,14.8,0.109,1.2,4.7,0.5
0.0,0.7,17.3,7.5,6.3,1.0,30.4,0.059,2.6,19.4,4.0
0.0,1.2,14.4,4.2,2.8,1.8,18.3,0.084,3.5,11.6,2.0
0.0,0.1,10.8,1.5,1.2,1.1,16.6,0.05,0.9,4.6,1.7
0.0,0.2,16.4,2.6,2.6,1.1,18.9,0.163,2.6,6.5,2.1
0.0,0.7,17.6,8.1,7.8,0.8,24.9,0.077,3.4,19.6,3.9
0.0,-0.4,10.5,5.4,3.7,0.8,25.0,0.004,0.1,14.3,2.3
0.0,0.0,8.3,0.6,0.4,0.1,22.0,-0.054,0.0,1.5,0.2
0.0,0.4,14.9,2.6,2.5,1.3,16.6,0.121,2.9,6.3,1.4
0.0,0.0,22.6,2.3,2.3,0.0,25.6,0.157,0.1,5.7,1.7
0.0,0.0,8.5,1.4,0.8,0.1,22.5,0.022,0.0,3.8,0.4
0.0,0.0,-15.5,0.0,0.0,0.0,16.6,-0.445,-0.1,0.0,0.0
0.0,0.2,12.7,3.2,2.4,0.7,19.6,0.062,1.7,9.5,2.8
0.0,1.0,18.0,2.0,2.0,1.4,13.9,0.174,2.9,4.6,0.8
0.0,0.2,17.1,5.2,4.2,0.6,24.4,0.08,1.2,12.6,1.7
0.0,0.2,15.9,0.9,0.5,0.2,15.4,0.17,0.5,3.2,1.2
0.0,-0.1,10.0,1.2,1.1,0.5,13.3,0.045,0.5,3.2,1.3
0.0,0.8,19.4,3.1,3.1,1.3,17.0,0.154,4.5,8.5,3.3
0.0,0.0,133.8,1.0,0.0,0.0,45.0,2.712,0.1,3.0,0.0
0.0,2.8,20.2,7.4,5.0,1.2,29.8,0.125,6.7,22.6,6.2
0.0,-0.2,13.6,2.5,2.5,0.7,12.6,0.113,2.5,5.8,1.5
0.0,-0.3,7.6,2.0,1.6,0.5,18.2,-0.04,-0.4,5.2,1.3
0.0,0.5,10.0,2.2,1.2,1.6,12.4,0.098,3.0,5.9,0.8
0.0,-0.6,9.2,2.7,1.9,0.5,14.2,0.031,1.0,6.7,0.5
0.0,0.1,15.6,2.6,2.3,0.4,18.0,0.094,0.8,6.6,1.7
0.0,0.0,7.2,2.2,1.6,0.1,26.1,-0.118,-0.2,6.4,2.2
0.0,-0.1,12.5,3.8,3.8,1.6,16.1,0.084,3.3,9.2,2.3
0.0,-0.2,7.4,0.9,0.6,0.8,13.6,0.045,0.5,2.3,0.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014,0.0,0.0,0.0
0.0,-0.3,12.7,3.2,3.1,1.1,20.5,0.065,1.4,7.7,1.4
0.0,1.0,14.7,5.0,3.6,3.0,19.4,0.117,5.1,12.6,1.6
0.0,1.9,17.8,4.2,2.8,2.7,21.7,0.148,5.5,11.5,2.3
0.0,0.8,15.8,4.0,3.2,1.9,17.0,0.114,3.7,10.0,1.4
0.0,-0.1,7.4,0.8,0.5,0.1,15.8,-0.021,0.0,2.2,0.5
0.0,-0.1,5.7,1.3,1.0,0.0,12.9,-0.038,-0.1,3.7,1.7
0.0,0.1,15.9,2.6,2.5,0.7,15.7,0.145,1.9,7.1,2.6
0.0,0.2,11.4,2.5,0.7,0.2,14.3,0.096,0.5,7.0,0.3
0.0,0.6,14.9,4.0,2.7,1.9,18.7,0.112,4.0,10.9,2.0
0.0,-0.1,-3.2,2.0,2.0,0.0,16.1,-0.147,-0.1,4.0,0.0
0.0,-0.3,10.1,3.7,3.3,0.5,16.6,0.042,0.7,9.7,2.6
0.0,-0.1,17.2,3.6,3.5,0.2,24.9,0.084,0.3,8.7,2.5
0.0,0.7,15.5,6.5,4.2,0.9,23.3,0.087,3.3,17.8,3.0
0.0,0.5,16.1,2.0,1.7,1.9,15.5,0.178,3.5,5.3,1.3
0.0,-0.1,12.2,1.1,1.1,0.1,18.4,0.005,0.0,2.1,0.0
0.0,0.6,17.5,3.1,3.1,1.5,15.2,0.134,3.9,6.7,1.0
0.0,1.1,14.1,1.8,1.3,1.2,12.7,0.117,3.6,5.1,1.0
0.0,1.4,19.9,6.1,6.0,2.6,25.3,0.145,6.6,16.1,5.2
0.0,0.1,10.0,2.2,1.5,1.3,11.6,0.074,2.4,5.7,0.7
0.0,0.2,11.3,1.2,0.9,1.0,12.8,0.08,1.4,3.0,0.5
0.0,0.9,15.6,5.5,3.4,1.6,21.9,0.079,3.3,15.2,2.4
0.0,0.0,9.5,0.3,0.3,0.0,18.4,0.033,0.0,0.9,0.2
0.0,-0.3,10.2,2.4,1.1,0.5,24.9,0.0,0.0,6.7,0.6
0.0,0.0,7.4,0.7,0.0,0.0,21.0,0.023,0.0,2.7,0.7
0.0,-0.2,9.0,1.5,0.9,0.7,11.3,0.08,1.8,4.3,0.9
0.0,0.0,12.1,1.2,0.9,0.2,15.4,0.098,0.2,3.0,1.0
0.0,0.5,13.9,1.0,1.0,1.6,9.7,0.135,2.3,2.1,0.4
0.0,-0.1,8.7,1.4,1.0,0.6,12.9,0.041,0.5,3.6,0.8
0.0,0.3,11.0,3.1,2.3,2.0,14.8,0.068,3.1,7.9,1.1
0.0,-0.1,11.2,1.5,1.2,0.3,19.3,0.039,0.3,4.9,2.0
0.0,0.5,17.0,2.2,2.2,1.4,17.0,0.161,3.3,5.4,1.3
0.0,0.0,-1.9,0.0,0.0,0.0,9.8,-0.142,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0
0.0,-0.2,6.9,0.5,0.4,0.0,11.9,0.049,0.2,1.4,0.5
0.0,-0.1,14.0,4.1,3.3,1.3,17.8,0.079,2.6,10.3,2.0
0.21,5.0,23.1,8.5,6.4,4.0,30.1,0.155,8.2,23.1,4.9
0.0,1.9,18.8,5.1,4.9,3.5,18.5,0.179,8.0,12.3,2.8
0.864,6.3,25.2,8.5,5.4,2.7,30.6,0.227,12.6,26.9,7.4
0.0,0.3,11.6,2.5,1.8,1.1,13.7,0.092,3.1,7.1,1.6
0.0,1.8,13.6,4.9,3.4,3.5,18.2,0.096,5.4,12.9,1.8
0.108,4.2,24.4,6.3,3.8,2.7,24.5,0.265,10.2,18.6,3.8
0.0,-0.3,7.6,2.2,1.2,0.3,15.1,0.015,0.1,5.9,0.7
0.0,1.1,19.2,6.1,6.1,3.9,26.4,0.108,4.7,14.3,3.5
0.463,7.2,25.0,10.2,8.0,2.6,30.7,0.208,12.9,27.6,6.7
0.0,2.6,17.3,7.3,5.8,1.6,25.5,0.1,6.5,19.7,4.4
0.0,-0.6,8.5,1.8,1.1,0.4,17.9,-0.043,-0.9,4.6,0.6
0.09,5.9,22.8,7.2,5.4,4.3,23.8,0.224,14.6,21.8,6.6
0.0,0.4,15.6,3.1,3.1,2.2,18.6,0.104,3.7,7.9,3.0
0.0,1.2,15.6,5.3,4.7,1.1,18.2,0.117,6.9,12.9,2.0
0.0,3.4,20.1,5.5,5.3,1.9,23.2,0.136,8.0,15.8,5.5
0.0,-0.4,7.9,1.2,1.2,0.9,16.0,0.052,0.6,3.1,1.1
0.0,0.4,24.6,5.6,5.6,0.7,30.6,0.148,0.9,13.6,4.2
0.0,0.0,14.3,1.1,1.0,0.3,23.7,0.091,0.4,2.6,0.6
0.0,-0.2,10.1,2.0,2.0,0.2,15.3,0.035,0.5,4.8,1.0
0.0,0.2,13.4,5.1,5.1,2.5,19.9,0.044,2.1,12.0,2.8
0.002,3.2,18.4,7.5,5.5,3.3,22.4,0.168,10.1,20.4,4.2
0.0,0.2,13.8,2.9,2.3,1.1,22.8,0.082,1.2,8.1,2.7
0.0,-0.4,4.3,0.8,0.8,0.2,21.3,-0.071,-0.4,2.2,1.0
0.0,-0.1,9.3,1.0,1.0,0.1,26.1,-0.002,0.0,2.8,0.8
0.0,-0.1,0.8,1.2,1.0,0.0,20.2,-0.171,-0.2,2.6,0.0
0.082,4.8,20.9,7.7,7.0,4.2,23.4,0.18,11.0,19.2,4.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017,0.0,0.0,0.0
0.0,-0.2,4.1,0.6,0.5,0.0,10.2,-0.038,-0.1,1.6,0.6
0.169,5.9,22.9,7.7,5.2,2.2,24.4,0.211,13.7,22.0,4.8
0.0,-0.5,14.7,3.0,3.0,1.6,18.9,0.061,2.1,8.6,4.6
0.006,2.1,15.1,6.8,6.3,4.6,25.8,0.082,5.1,17.7,4.6
0.0,-0.1,11.2,2.8,2.4,1.7,16.1,0.058,2.2,7.1,1.7
0.0,-0.3,10.3,2.4,1.5,-0.1,16.5,0.02,0.3,6.0,0.5
0.0,-0.5,10.4,2.0,2.0,1.3,14.8,0.06,1.5,4.5,0.9
0.0,1.8,15.3,2.9,1.5,1.3,13.2,0.126,5.9,9.1,2.1
0.003,3.6,20.0,6.6,6.1,2.7,22.2,0.145,8.5,16.0,2.9
0.0,2.7,18.5,6.5,4.6,0.3,23.0,0.114,6.4,17.7,3.5
0.0,-0.2,11.2,2.5,2.5,0.6,24.0,0.027,0.3,5.9,1.1
0.0,0.0,6.6,0.3,0.3,0.0,21.8,0.083,0.0,1.3,0.7
0.0,0.4,15.5,6.3,5.0,1.2,23.4,0.079,2.8,17.0,3.8
0.018,3.5,20.9,4.8,4.8,5.5,17.0,0.233,10.3,12.0,3.6
0.0,0.9,16.5,3.1,2.4,1.0,22.4,0.106,3.0,8.1,2.1
0.0,0.4,14.3,3.4,2.5,2.0,23.4,0.082,3.2,10.1,2.9
0.0,-0.6,12.9,3.7,3.7,2.5,20.3,0.046,2.0,9.6,3.2
0.0,-0.1,9.2,0.8,0.4,0.4,15.0,0.067,0.7,2.2,0.5
0.0,-1.0,9.0,2.1,2.0,1.2,20.5,-0.006,-0.1,5.4,1.8
0.0,0.1,12.9,1.5,1.5,0.3,15.3,0.101,0.5,3.3,0.7
0.0,0.0,17.0,0.9,0.5,0.2,25.4,0.182,0.7,3.3,1.1
0.0,0.0,15.6,4.4,4.1,1.6,25.8,0.068,2.4,11.4,3.1
0.0,0.3,14.3,3.0,2.9,1.4,23.2,0.097,2.6,7.4,1.7
0.0,3.8,18.8,6.2,4.7,4.0,23.9,0.166,7.9,17.4,4.3
0.0,-0.1,13.5,0.7,0.7,0.2,18.2,0.152,0.4,2.2,1.4
0.0,-0.1,8.1,1.1,0.9,0.0,18.1,-0.033,-0.1,3.0,0.9
0.0,0.3,12.2,4.7,3.2,1.6,21.2,0.057,2.8,12.0,1.6
0.0,0.0,1.7,1.0,1.0,0.0,13.6,-0.159,0.0,2.0,0.0
0.0,0.1,14.8,2.4,2.3,0.7,22.0,0.043,1.1,6.5,1.9
0.0,0.1,16.6,1.5,1.4,0.3,23.6,0.088,0.5,4.4,1.6
0.0,-0.1,9.0,0.5,0.5,0.2,12.6,0.028,0.1,1.4,0.7
0.0,0.9,16.1,3.4,3.3,0.5,20.1,0.076,2.2,9.2,3.2
0.003,2.1,20.1,7.1,6.7,1.4,24.9,0.15,8.5,18.2,4.3
0.0,-0.2,12.4,6.1,4.8,0.7,22.7,0.034,1.8,16.3,3.9
0.0,-0.2,11.9,1.9,1.9,0.5,18.9,0.037,0.6,4.6,1.3
0.0,0.2,12.6,2.1,2.1,1.0,14.6,0.086,1.9,4.6,0.7
0.0,-0.8,5.6,0.9,0.9,0.2,11.8,-0.016,-0.2,2.4,0.8
0.0,-0.2,1.1,0.8,0.6,0.1,18.2,-0.096,-0.2,1.8,0.0
0.0,0.7,12.9,3.6,3.0,1.2,16.4,0.073,3.1,9.4,1.9
0.055,2.4,22.0,8.2,8.2,2.6,26.5,0.146,7.8,20.8,6.2
0.0,2.1,16.7,4.5,4.0,2.3,19.3,0.14,7.2,11.9,2.9
0.0,0.1,13.0,1.8,1.8,0.7,11.9,0.128,1.7,4.7,1.6
0.0,-0.9,7.5,2.1,2.1,0.9,12.0,0.055,1.7,5.2,1.1
0.005,3.1,19.1,7.5,7.3,2.9,24.6,0.126,8.5,20.5,6.6
0.0,0.8,12.8,3.6,2.4,2.4,17.0,0.079,3.8,9.4,1.0
0.0,0.5,11.8,2.0,0.7,0.5,15.5,0.083,1.1,5.9,0.7
0.0,0.0,10.1,1.4,0.6,0.2,19.9,0.048,0.3,4.3,0.7
0.0,0.7,12.6,4.1,2.8,1.5,18.6,0.071,3.2,10.5,1.2
0.0,0.7,18.2,3.3,3.0,1.1,24.5,0.137,3.9,10.0,4.2
0.0,-0.6,12.0,3.3,3.3,1.7,19.2,0.067,2.5,9.0,3.0
0.0,0.2,18.1,4.8,4.5,0.2,21.8,0.126,0.3,13.8,6.5
0.0,3.6,18.6,5.5,3.6,2.9,21.0,0.151,8.7,15.9,3.3
0.0,-0.2,6.3,0.8,0.7,0.2,17.4,-0.039,-0.2,2.1,0.7
0.0,-0.3,9.5,0.9,0.9,0.4,16.3,0.044,0.4,2.0,0.2
0.0,-0.1,15.7,7.0,6.5,0.1,28.1,0.046,2.4,18.1,4.1
0.684,6.4,23.9,8.7,8.5,4.8,27.0,0.176,11.8,22.0,5.8
0.0,-0.1,10.1,1.3,1.3,0.5,11.3,0.079,0.9,3.8,1.7
0.0,2.0,14.8,6.1,5.0,3.9,24.8,0.095,5.4,16.4,4.4
0.0,-0.1,12.3,2.2,2.0,0.7,15.4,0.076,1.8,5.9,1.6
0.0,-1.7,8.7,2.9,2.9,1.4,21.7,0.001,0.0,7.9,3.4
0.0,1.2,14.3,3.4,3.4,1.7,12.9,0.13,6.5,8.5,2.2
0.0,0.4,12.5,3.0,2.7,1.0,18.0,0.057,1.9,7.9,2.2
0.047,5.7,21.6,6.9,5.2,3.0,24.2,0.184,12.2,19.9,5.5
